timestamp,x,y
1737953379.2604308,300,177
1737953379.328976,380,182
1737953379.407431,381,182
1737953379.407431,271,139
1737953379.4718316,300,175
1737953379.4718316,381,179
1737953379.4793525,300,175
1737953379.4795847,381,179
1737953379.53335,299,175
1737953379.5353537,380,179
1737953379.6207573,296,176
1737953379.6211786,377,180
1737953379.7041242,293,176
1737953379.7041242,376,180
1737953379.7753193,293,176
1737953379.7763188,376,181
1737953379.8445837,293,177
1737953379.8445837,376,180
1737953379.9195545,293,177
1737953379.9195545,376,180
1737953379.9894416,292,177
1737953379.9894416,376,180
1737953379.9944763,291,176
1737953380.0494075,377,183
1737953380.1222522,378,182
1737953380.1910093,380,181
1737953380.1910093,299,177
1737953380.2564828,299,174
1737953380.2564828,381,178
1737953380.2564828,299,174
1737953380.3353949,299,174
1737953380.3364298,381,178
1737953380.407808,299,174
1737953380.407808,381,178
1737953380.4816635,299,174
1737953380.4826913,380,179
1737953380.55394,297,175
1737953380.5547793,378,179
1737953380.6263142,376,180
1737953380.627322,293,176
1737953380.684389,293,176
1737953380.684389,376,180
1737953380.7296093,293,176
1737953380.7342308,377,180
1737953380.7900155,376,181
1737953380.7900155,293,177
1737953380.849546,379,181
1737953380.849546,298,177
1737953380.9091418,379,181
1737953380.9091418,298,177
1737953380.9840386,379,181
1737953380.9866173,298,176
1737953381.0696573,298,177
1737953381.0704856,379,181
1737953381.1294596,293,177
1737953381.1294596,377,181
1737953381.1921375,376,182
1737953381.1930406,292,177
1737953381.1930406,292,177
1737953381.2592053,376,182
1737953381.2592053,292,178
1737953381.2592053,292,177
1737953381.3093667,292,178
1737953381.3093667,376,181
1737953381.3641193,377,181
1737953381.3641193,293,177
1737953381.4197397,298,175
1737953381.4197397,380,179
1737953381.421345,266,147
1737953381.488843,298,174
1737953381.4899607,380,178
1737953381.571472,380,178
1737953381.571472,298,174
1737953381.6541626,298,174
1737953381.6541626,380,178
1737953381.770807,298,174
1737953381.770807,380,178
1737953381.829237,298,174
1737953381.829237,379,178
1737953381.829237,297,174
1737953381.9092076,298,174
1737953381.9092076,379,178
1737953381.9713883,298,173
1737953381.9724042,379,178
1737953382.0344458,298,173
1737953382.0362723,380,177
1737953382.1376245,298,173
1737953382.1392953,380,177
1737953382.204561,299,174
1737953382.204561,380,178
1737953382.2723293,380,177
1737953382.2723293,300,173
1737953382.339042,299,174
1737953382.33999,381,178
1737953382.4038534,299,173
1737953382.4049544,381,178
1737953382.4056873,299,173
1737953382.4793203,299,173
1737953382.4843445,380,178
1737953382.5591178,300,173
1737953382.5591178,381,177
1737953382.6290815,299,173
1737953382.6290815,380,178
1737953382.6290815,299,173
1737953382.7097201,299,173
1737953382.7097201,381,178
1737953382.7097201,299,173
1737953382.7721307,380,178
1737953382.77313,332,227
1737953382.7741044,299,173
1737953382.8700457,300,173
1737953382.8700457,381,178
1737953382.8710551,299,173
1737953382.9565165,300,173
1737953382.957581,381,177
1737953383.0544405,302,174
1737953383.0544405,383,178
1737953383.059214,302,174
1737953383.1217933,384,178
1737953383.1227922,303,173
1737953383.1227922,384,178
1737953383.1238897,303,173
1737953383.199299,385,177
1737953383.1995182,304,173
1737953383.2613125,304,173
1737953383.262313,385,178
1737953383.3170698,303,173
1737953383.3179722,385,178
1737953383.3189886,303,173
1737953383.3800163,385,178
1737953383.3811193,304,173
1737953383.439446,385,177
1737953383.439446,304,173
1737953383.5194187,385,177
1737953383.5239918,304,173
1737953383.589524,386,179
1737953383.589524,304,173
1737953383.6594734,387,179
1737953383.6612878,305,173
1737953383.7205331,387,179
1737953383.7211506,305,173
1737953383.7231083,273,133
1737953383.7881782,387,179
1737953383.789122,305,173
1737953383.8669202,388,179
1737953383.8679247,305,172
1737953383.9192297,305,172
1737953383.9200997,387,178
1737953384.0223503,387,178
1737953384.0234792,304,172
1737953384.1013002,385,176
1737953384.1031954,304,172
1737953384.103518,304,172
1737953384.1859593,385,176
1737953384.1867292,304,172
1737953384.2714245,385,177
1737953384.272963,304,172
1737953384.3499043,385,177
1737953384.3499043,304,173
1737953384.3992887,304,173
1737953384.4026823,385,177
1737953384.4029646,304,173
1737953384.4707878,383,178
1737953384.4715247,303,173
1737953384.559193,382,177
1737953384.559193,302,172
1737953384.6092546,383,177
1737953384.6092546,302,173
1737953384.6092546,301,173
1737953384.659241,382,177
1737953384.659241,301,174
1737953384.659241,301,174
1737953384.716138,382,177
1737953384.7172036,301,174
1737953384.7612839,382,177
1737953384.7631912,301,173
1737953384.7641866,301,173
1737953384.8139815,382,177
1737953384.814891,301,173
1737953384.8158915,301,173
1737953384.8641813,382,177
1737953384.8641813,301,173
1737953384.919039,382,177
1737953384.920424,301,173
1737953384.9792106,382,178
1737953384.9792106,301,173
1737953385.0363672,382,177
1737953385.0363672,302,173
1737953385.0374355,301,172
1737953385.113269,382,176
1737953385.1143138,301,173
1737953385.1152704,301,173
1737953385.204216,382,176
1737953385.2053084,301,173
1737953385.2643607,298,173
1737953385.2643607,380,178
1737953385.3290217,380,178
1737953385.3290217,298,173
1737953385.3822386,298,174
1737953385.3822386,379,177
1737953385.4312346,379,177
1737953385.4322548,298,174
1737953385.4891596,299,177
1737953385.489992,379,181
1737953385.564309,380,179
1737953385.630712,381,179
1737953385.630712,270,137
1737953385.630712,296,177
1737953385.6393406,295,176
1737953385.6993992,380,178
1737953385.6993992,299,175
1737953385.7590945,380,178
1737953385.7590945,299,175
1737953385.7590945,380,178
1737953385.8249393,381,179
1737953385.8249393,295,175
1737953385.9097002,380,178
1737953385.9107177,299,174
1737953385.9115512,296,175
1737953385.9873755,299,173
1737953385.9878993,380,177
1737953386.0623324,299,173
1737953386.0634072,380,177
1737953386.11024,300,173
1737953386.1112053,380,177
1737953386.1729152,299,172
1737953386.173134,380,177
1737953386.2489755,300,172
1737953386.2505455,381,177
1737953386.3115737,384,177
1737953386.3115737,303,171
1737953386.3190846,303,171
1737953386.3809915,384,177
1737953386.3809915,303,171
1737953386.4493039,384,177
1737953386.4501927,303,172
1737953386.5092132,385,176
1737953386.5092132,304,172
1737953386.5092132,384,176
1737953386.5706341,304,172
1737953386.5706341,385,176
1737953386.6527703,386,178
1737953386.6534977,303,171
1737953386.7493541,386,179
1737953386.7493541,303,171
1737953386.8208566,386,178
1737953386.8208566,305,172
1737953386.8833852,386,177
1737953386.884775,305,172
1737953386.9392219,387,179
1737953386.9398496,305,172
1737953387.0043666,388,179
1737953387.0055046,306,172
1737953387.0645492,388,179
1737953387.0645492,306,172
1737953387.1172137,389,179
1737953387.1182418,306,172
1737953387.1192396,306,171
1737953387.1946855,388,179
1737953387.1956127,306,172
1737953387.251336,388,179
1737953387.2522597,307,172
1737953387.3450248,389,179
1737953387.3470242,418,146
1737953387.347946,310,173
1737953387.4115095,389,179
1737953387.4125023,307,172
1737953387.473605,389,179
1737953387.473605,307,172
1737953387.5370302,389,179
1737953387.5380285,307,172
1737953387.6151855,387,177
1737953387.6162705,307,172
1737953387.6893096,307,172
1737953387.6893096,389,179
1737953387.7503035,388,178
1737953387.7503035,306,172
1737953387.7503035,388,177
1737953387.7503035,305,172
1737953387.824268,389,179
1737953387.824268,306,172
1737953387.824268,388,178
1737953387.8795595,386,181
1737953387.8795595,275,128
1737953387.9361558,384,183
1737953387.9393704,276,127
1737953387.9995043,387,182
1737953388.0704544,389,180
1737953388.0720167,306,173
1737953388.1715155,306,173
1737953388.1725154,389,180
1737953388.2539318,308,173
1737953388.255426,390,179
1737953388.2573738,307,173
1737953388.339183,391,180
1737953388.339183,308,173
1737953388.4150991,392,180
1737953388.4150991,309,174
1737953388.5079355,309,174
1737953388.5094554,392,180
1737953388.5702085,392,180
1737953388.571206,310,174
1737953388.6320436,311,173
1737953388.6329522,393,180
1737953388.6791925,311,173
1737953388.6800427,394,181
1737953388.7307007,394,180
1737953388.7316206,312,174
1737953388.7788951,394,180
1737953388.7799175,312,174
1737953388.8469555,394,181
1737953388.84784,311,174
1737953388.9030328,311,174
1737953388.9030328,394,180
1737953388.9796214,393,180
1737953388.9817548,310,174
1737953389.0391376,393,181
1737953389.0391376,310,174
1737953389.099325,392,180
1737953389.099325,310,174
1737953389.1743548,392,180
1737953389.1743548,309,174
1737953389.2250752,391,181
1737953389.2250752,308,174
1737953389.2958498,391,181
1737953389.2968585,308,174
1737953389.3468997,391,181
1737953389.3479054,308,174
1737953389.3488,385,180
1737953389.4088793,391,181
1737953389.409059,308,174
1737953389.409059,308,174
